,Rank,Previous Rank,Name,Country/Territory,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,IRN SCORE,IRN RANK,SUS SCORE,SUS RANK,Overall SCORE
168,169,184,University of York,United Kingdom,VH,Public,56.8,197,42.3,317,55.8,335,53.8,344,92.4,208,75.4,253,96.0,58,93.2,34,59.4
169,170,173,Hokkaido University,Japan,VH,Public,71.5,129,68.8,151,76.8,185,42.7,445,28.2,604,20.5,724,77.5,393,78.5,192=,59.3
170,170,167,Kyushu University,Japan,VH,Public,71.3,130,72.1,140,87.1,121,34.2,534,24.5,657,39.0,502,76.4,416,74.8,241=,59.3
171,172,175,Universitat Autónoma de Barcelona,Spain,VH,Public,76.4,105,42.1,318,15.2,801+,76.2,170,26.5,632,27.2,625,93.7,105,90.3,61=,59.2
172,173,200,Arizona State University,United States of America,VH,Public,63.9,159,63.3,171,9.5,801+,61.5,277,72.5,326,53.2,385,95.2,81,85.8,102=,59.1
173,173,176,McMaster University,Canada,VH,Public,52.5,211,43.6,307,61.8,289,56.6,311,94.6,184,66.3,302,84.3,270,86.6,93=,59.1
174,173,139,Universidad de Chile,Chile,VH,Public,91.9,61,92.0,63,10.9,801+,18.2,747,12.2,801+,8.1,801+,77.9,384,69.5,321=,59.1
175,176,210,National Tsing Hua University,Taiwan,VH,Public,67.0,148,77.1,116,34.2,574,73.5,187,26.7,630,37.3,522,42.1,801+,57.8,546=,59
176,177,202,Khalifa University of Science and Technology,United Arab Emirates,VH,Public,34.3,356,42.8,314,83.2,152,83.9,131,100.0,11,83.0,206,81.1,329,68.1,349=,58.8
177,177,192,Tongji University,China (Mainland),VH,Public,45.2,261,41.2,331,31.2,613,99.6,27,92.6,204,47.4,425,74.6,449,77.2,210=,58.8
178,179,178,"University of California, Santa Barbara (UCSB)",United States of America,VH,Public,65.3,154,32.4,442,9.3,801+,99.0,38,81.3,286,27.5,620,75.4,434,65.2,393=,58.7
179,180,227,Indian Institute of Technology Madras (IITM),India,VH,Public,56.8,196,85.8,87,21.3,801+,90.2,102,3.1,801+,3.2,801+,45.6,801+,73.0,274,58.4
180,181,186,Cardiff University,United Kingdom,VH,Public,60.1,175,54.4,223,48.2,403,42.2,451,87.2,243,70.1,278,93.4,120,88.9,71=,57.8
181,182,196,Emory University,United States of America,VH,Private not for Profit,34.5,353,37.7,369,92.8,88,85.7,120,70.0,335,49.6,411,85.0,255,63.5,432,57.7
182,183,174,Curtin University,Australia,VH,Public,46.3,254,39.3,348,17.7,801+,89.6,104,100.0,57,54.3,382,94.2,96,82.0,149=,57.6
183,184,161,University of Bern,Switzerland,VH,Public,38.0,313,26.0,520,49.0,394,99.3,32,100.0,58,52.9,389,95.5,69,68.9,331=,57.5
184,184,167,University of Wollongong,Australia,VH,Public,41.6,287,33.1,434,21.1,801+,95.6,66,99.5,113,82.2,211,88.6,197,86.1,98=,57.5
185,186,194,Wuhan University,China (Mainland),VH,Public,53.6,205,46.7,283,21.3,801+,98.0,46,47.1,452,10.7,801+,77.8,387,60.8,491=,57.3
186,187,185,Tecnológico de Monterrey (ITESM),Mexico,HI,Private not for Profit,69.9,136,93.9,55,69.4,236,4.8,801+,24.5,658,18.3,758,74.6,451,73.8,262=,57.1
187,187,164,University Complutense Madrid,Spain,VH,Public,78.5,101,73.9,131,41.6,486,12.8,801+,18.2,736,32.9,561,92.7,132,80.4,163=,57.1
188,189,206,UNIVERSITAS INDONESIA,Indonesia,VH,Public,69.9,135,89.3,76,68.8,240,3.9,801+,86.6,249,10.9,801+,59.6,701,60.9,486=,57
189,190,208,Ohio State University,United States of America,VH,Public,71.1,131,63.0,173,53.1,353,33.8,539,37.4,519,20.6,721,93.7,106,69.2,326=,56.9
190,191,193,"Queen's University, Ontario",Canada,VH,Public,50.9,219,75.7,123,7.9,801+,56.3,315,75.6,315,35.5,536,79.0,369,86.6,93=,56.8
191,191,203,Université Catholique de Louvain (UCL),Belgium,VH,Private not for Profit,61.7,164,36.0,398,6.4,801+,59.5,291,94.5,185,63.1,319,91.6,150,81.3,157,56.8
192,193,191,Universität Hamburg,Germany,VH,Public,64.0,157,51.7,238,25.6,725,54.6,333,58.8,396,31.3,576,93.8,103,94.1,29,56.5
193,194,172,University of Reading,United Kingdom,VH,Public,45.7,256,46.8,280,20.2,801+,63.0,260,95.0,178,85.8,192,93.3,121,92.4,42=,56.2
194,194,221,Vrije Universiteit Amsterdam,Netherlands,VH,Public,53.3,208,28.8,489,23.3,767,80.7,154,82.9,272,57.6,358,90.1,173,68.8,338,56.2
195,196,181,Waseda University,Japan,VH,Private not for Profit,73.6,118,97.2,37,29.5,639,7.3,801+,35.2,535,43.7,461,63.1,650,74.3,252,56.1
196,197,214,University of Otago,New Zealand,VH,Public,60.0,176,36.0,399,14.8,801+,63.2,258,100.0,53,39.6,496,76.5,413,88.2,78=,55.8
197,197,190,Vienna University of Technology,Austria,VH,Public,47.6,246,56.3,211,18.5,801+,71.1,207,91.8,211,95.9,114,71.9,502,59.0,520,55.8
198,199,219,National Yang Ming Chiao Tung University,Taiwan,VH,Public,42.1,285,68.5,153,55.4,339,71.8,202,29.1,593,31.9,569,54.1,782,74.1,255=,55.7
199,199,206,Queen's University Belfast,United Kingdom,VH,Public,49.6,228,43.4,309,30.3,627,57.5,304,100.0,79,98.8,74,95.4,73,89.5,67,55.7
200,201,212,Universität Freiburg,Germany,VH,Public,56.8,195,35.3,408,31.1,616,66.4,238,78.7,302,44.2,455,89.5,180,85.6,104=,55.6
201,202,194,University of Gothenburg,Sweden,VH,Public,46.4,252,24.6,546,73.0,211,45.4,408,94.1,190,85.8,191,93.7,104,92.9,36=,55.5
202,203,215,National Cheng Kung University (NCKU),Taiwan,VH,Public,66.4,150,79.4,106,33.8,578,39.8,471,28.6,600,24.4,670,58.0,718,79.7,175=,55.2
203,203,233,University of Twente,Netherlands,VH,Public,29.3,422,40.5,333,56.0,333,77.0,169,100.0,93,95.2,124,85.4,248,79.6,179,55.2
204,205,187,Ecole Normale Supérieure de Lyon,France,VH,Public,41.7,286,25.7,528,98.8,46,89.2,106,61.5,380,23.9,677,73.1,485,50.2,699=,55.1
205,206,198,Universidad Autónoma de Madrid,Spain,VH,Public,73.1,121,71.5,142,39.7,511,26.5,620,22.3,683,29.6,594,92.5,135,72.5,281=,55
206,207,197,Deakin University,Australia,VH,Public,42.3,281,32.6,440,5.9,801+,86.2,116,97.2,148,83.3,202,86.8,222,86.7,91=,54.9
207,207,227,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,VH,Public,67.7,144,35.5,407,76.5,188,24.9,640,51.4,432,56.4,369,96.2,56,86.4,95,54.9
208,207,218,"University of Maryland, College Park",United States of America,VH,Public,57.2,191,51.8,236,44.2,449,60.5,284,28.0,610,24.9,666,92.9,129,70.7,305=,54.9
209,210,203,University of Minnesota (System),United States of America,VH,Public,68.6,138,49.4,257,37.2,540,49.2,378,6.5,801+,15.4,801+,91.2,153,91.1,54=,54.8
210,211,198,University of Calgary,Canada,VH,Public,47.6,245,50.5,249,24.4,746,54.6,332,87.4,239,76.9,243,86.2,233,86.0,100,54.7
211,212,179,Universidad de Los Andes Colombia,Colombia,HI,Private not for Profit,81.5,92,90.5,70,17.6,801+,10.8,801+,28.7,597,3.3,801+,54.7,774,75.9,223=,54.6
212,212,215,University of Florida,United States of America,VH,Public,58.9,179,55.8,215,75.1,194,34.7,526,31.4,570,18.1,762,98.2,20,74.9,237=,54.6
213,212,224,University of Lausanne,Switzerland,VH,Public,37.0,322,40.2,340,49.0,393,69.0,223,100.0,97,67.0,296,83.5,286,70.3,313=,54.6
214,215,222,Eberhard Karls Universität Tübingen,Germany,VH,Public,61.0,169,36.1,397,85.7,126,32.2,560,88.2,235,40.5,486,93.6,112,64.5,409=,54.5
215,215,222,Indian Institute of Technology Kharagpur (IITKGP),India,VH,Public,42.5,278,78.6,109,10.6,801+,97.0,55,,,1.3,801+,70.1,528,77.8,201=,54.5
216,215,188,Keio University,Japan,VH,Private not for Profit,65.5,153,93.8,57,65.2,268,9.4,801+,15.2,801+,19.6,735,55.6,759,68.9,331=,54.5
217,218,234,Technische Universität Dresden,Germany,VH,Public,47.2,247,49.2,259,74.9,197,58.6,296,40.4,495,42.0,476,95.3,75,87.9,80=,54.3
218,219,211,Indian Institute of Science (IISc) Bangalore,India,VH,Public,56.6,198,46.4,286,39.1,520,99.9,15,5.6,801+,2.1,801+,45.4,801+,66.3,374,54.2
219,219,189,University of Ottawa,Canada,VH,Public,35.8,339,38.7,361,5.4,801+,84.8,125,96.1,165,85.5,193,92.3,141,86.8,90,54.2
220,221,229,Chulalongkorn University,Thailand,VH,Public,82.0,89,52.7,233,44.8,439,12.5,801+,32.0,564,6.2,801+,80.6,342,80.0,169=,53.9
221,222,263,Indian Institute of Technology Kanpur (IITK),India,VH,Public,49.4,229,82.7,95,16.1,801+,84.1,129,3.1,801+,1.4,801+,42.1,801+,74.7,243=,53.7
222,223,209,Tel Aviv University,Israel,VH,Public,43.6,269,31.0,462,6.1,801+,99.7,25,48.9,444,15.3,801+,78.3,378,77.0,214=,53.6
223,224,239,Universitas Gadjah Mada,Indonesia,VH,Public,70.2,134,84.7,93,65.4,265,3.0,801+,63.0,370,8.9,801+,46.3,801+,66.0,381=,53.5
224,225,224,Loughborough University,United Kingdom,VH,Public,42.8,277,64.5,165,26.9,699,50.6,371,94.6,183,71.1,269,81.4,324,87.9,80=,53.3
225,226,213,Queensland University of Technology,Australia,VH,Public,51.6,215,38.8,356,11.6,801+,70.9,211,96.6,158,44.8,451,83.4,287,88.5,73,53.2
226,227,179,The University of Newcastle,Australia,VH,Public,36.0,336,30.5,466,29.7,638,95.2,67,100.0,92,36.2,533,81.8,319,84.8,112=,53.1
227,227,230,Université Libre de Bruxelles (ULB),Belgium,VH,Public,43.3,271,46.8,281,4.6,801+,60.3,287,99.2,124,89.6,171,90.9,162,65.2,393=,53.1
228,229,261,United Arab Emirates University,United Arab Emirates,VH,Public,43.3,272,58.1,199,55.1,341,35.1,522,100.0,24,39.1,501,88.9,191,68.6,341,53
229,230,239,Massey University,New Zealand,VH,Public,42.1,284,24.1,558,57.3,319,50.5,373,99.4,120,98.9,71,82.2,308,83.7,129=,52.9
230,230,260,University of Lisbon,Portugal,VH,Public,57.1,193,46.3,289,15.5,801+,51.4,367,14.3,801+,58.6,350,98.4,17,79.3,184,52.9
231,232,224,Universität Erlangen-Nürnberg,Germany,VH,Public,37.9,316,46.2,290,5.2,801+,96.7,59,39.5,504,60.6,338,86.7,226,75.4,228=,52.2
232,233,217,La Trobe University,Australia,VH,Public,33.4,365,29.0,488,13.2,801+,87.8,110,95.6,173,97.4,97,82.1,310,82.2,146=,52.1
233,233,232,Universidade Estadual de Campinas (Unicamp),Brazil,VH,Public,81.7,91,50.9,247,22.1,788,37.2,500,15.1,801+,4.0,801+,84.5,265,79.5,180=,52.1
234,233,236,University of Padova,Italy,VH,Public,73.5,119,40.2,341,13.5,801+,54.4,337,15.5,796,18.8,748,95.5,70,85.0,110=,52.1
235,236,236,University of Rochester,United States of America,VH,Private not for Profit,27.1,463,32.4,443,98.2,51,56.6,314,80.5,294,96.2,109,63.7,641,72.3,286=,51.9
236,237,250,American University of Beirut (AUB),Lebanon,VH,Private not for Profit,41.5,288,58.1,200,52.3,358,37.8,494,71.4,330,45.2,449,68.7,554,77.7,204,51.6
237,237,278,University of Porto,Portugal,VH,Public,52.5,212,41.5,328,13.6,801+,73.6,185,9.2,801+,38.2,513,94.3,94,77.3,208=,51.6
238,239,230,Maastricht University,Netherlands,VH,Public,32.8,373,33.7,425,18.6,801+,71.7,203,99.9,103,100.0,21,85.6,243,80.2,166=,51.4
239,240,281,Hebrew University of Jerusalem,Israel,VH,Public,42.9,276,36.4,394,74.6,201,41.9,452,81.9,279,33.5,551,74.2,460,65.5,387=,51.3
240,240,244,Victoria University of Wellington,New Zealand,VH,Public,57.2,192,32.2,445,15.7,801+,44.3,424,100.0,96,56.7,367,70.1,530,83.3,132,51.3
241,242,241,Politecnico di Torino,Italy,VH,Public,50.3,223,64.6,164,4.5,801+,68.1,230,7.3,801+,57.9,356,79.1,366,73.6,265=,51.2
242,243,252,Georg-August-Universität Göttingen,Germany,VH,Public,57.3,190,35.6,405,87.0,122,25.8,626,59.2,395,37.9,517,95.2,80,61.0,480=,51.1
243,244,183,Hamad Bin Khalifa University,Qatar,VH,Public,14.3,701+,6.8,701+,100.0,20,100.0,6,100.0,10,100.0,6,75.7,424,38.5,801+,50.9
244,244,252,Hong Kong Baptist University,"Hong Kong SAR, China",VH,Public,28.3,445,21.7,610,67.3,251,82.3,141,99.4,118,100.0,22,38.2,801+,67.5,358=,50.9
245,246,273,University College Cork,Ireland,VH,Public,43.4,270,48.1,269,22.5,782,52.7,357,86.2,253,75.0,255,68.8,551,83.8,127=,50.7
246,247,271,Beijing Normal University,China (Mainland),VH,Public,47.6,244,29.6,483,30.3,626,98.6,44,9.0,801+,32.9,559,77.1,403,55.5,591=,50.6
247,247,243,Dartmouth College,United States of America,VH,Private not for Profit,30.7,398,54.3,225,79.9,167,56.9,307,13.5,801+,58.5,351,46.2,801+,82.2,146=,50.6
248,247,275,"University of Massachusetts, Amherst",United States of America,VH,Public,48.1,238,40.0,342,15.8,801+,62.4,266,77.9,307,46.3,436,78.8,372,84.5,119=,50.6
249,250,248,Vanderbilt University,United States of America,VH,Private not for Profit,32.3,382,41.8,323,100.0,10,50.6,372,48.4,446,50.9,404,77.9,383,61.8,460=,50.4
250,251,269,Universiti Teknologi Petronas (UTP),Malaysia,VH,Private not for Profit,29.7,415,41.0,332,44.6,442,95.0,70,87.0,245,29.5,596,72.1,498,50.0,704,50.2
251,251,281,University of Strathclyde,United Kingdom,VH,Public,37.5,319,40.5,335,17.8,801+,57.2,306,99.2,122,89.0,175,84.5,263,84.6,117=,50.2
252,253,251,Taylor's University (Malaysia),Malaysia,VH,Private for Profit,40.2,298,85.2,92,69.7,233,21.0,696,73.0,324,100.0,34,53.5,789,57.8,546=,50
253,253,241,Technische Universität Darmstadt,Germany,VH,Public,28.2,447,41.9,320,9.8,801+,82.2,142,67.8,344,92.8,149,73.8,473,78.6,190=,50
254,255,256,Bandung Institute of Technology (ITB),Indonesia,VH,Public,58.5,181,85.3,90,54.7,345,5.4,801+,94.7,182,8.0,801+,39.8,801+,59.2,516=,49.9
255,256,252,Harbin Institute of Technology,China (Mainland),VH,Public,33.3,367,47.9,270,42.0,479,99.8,22,12.9,801+,9.2,801+,73.6,481,48.1,757=,49.8
256,257,269,Tianjin University,China (Mainland),VH,Public,26.3,481,37.6,371,51.6,368,99.9,18,29.9,586,33.5,550,72.5,491,56.2,576=,49.7
257,257,283,Université Paris 1 Panthéon-Sorbonne,France,VH,Public,78.0,103,62.2,180,6.8,801+,4.8,801+,39.0,508,61.2,333,70.8,513,61.8,460=,49.7
258,259,302,Beijing Institute of Technology,China (Mainland),VH,Public,34.3,355,46.7,282,42.7,469,96.4,62,12.3,801+,15.5,801+,75.3,439,58.8,525=,49.5
259,259,219,Universidad Nacional de Colombia,Colombia,HI,Public,81.1,94,90.9,69,6.7,801+,6.9,801+,8.1,801+,2.2,801+,62.6,656,69.3,325,49.5
260,261,261,University of Canterbury,New Zealand,VH,Public,48.8,235,34.7,417,12.1,801+,48.2,387,100.0,73,48.1,420,60.9,681,88.2,78=,49.4
261,262,236,University of Aberdeen,United Kingdom,VH,,40.1,299,34.8,413,44.9,437,42.9,442,95.8,168,87.2,185,89.7,176,87.8,83=,49.3
262,262,249,University of Navarra,Spain,HI,Private not for Profit,40.8,290,78.2,111,50.6,375,25.3,631,26.8,629,84.0,200,58.3,714,66.1,376=,49.3
263,262,285,University of Surrey,United Kingdom,VH,Public,29.7,411,30.0,475,33.4,583,74.4,182,98.0,139,88.7,181,86.6,227,60.4,499=,49.3
264,265,246,Charles University,Czechia,VH,Public,58.5,182,55.5,217,37.0,543,14.3,801+,33.5,549,61.7,328,97.2,33,76.9,217,49
265,265,265,Universitat Pompeu Fabra,Spain,VH,Public,43.7,268,39.5,346,19.1,801+,70.6,212,84.7,260,40.0,487,75.8,422,66.4,371=,49
266,267,264,Norwegian University of Science And Technology,Norway,VH,Public,45.9,255,33.4,430,30.7,620,45.1,413,87.4,240,17.7,769,95.2,77,80.3,165,48.9
267,268,255,Griffith University,Australia,VH,Public,37.7,318,16.6,701+,13.3,801+,75.1,178,100.0,91,70.7,271,93.4,119,91.7,49=,48.7
268,269,285,Middle East Technical University,Türkiye,VH,Public,44.8,265,88.7,77,12.8,801+,34.4,528,18.0,743,31.0,579,79.2,365,71.8,294=,48.5
269,269,265,UCSI University,Malaysia,VH,Private for Profit,40.7,293,70.4,145,87.7,113,8.6,801+,92.9,201,99.0,69,50.0,801+,61.6,466,48.5
270,271,258,University of Warsaw,Poland,VH,Public,61.0,168,62.8,175,59.5,304,10.0,801+,13.5,801+,15.7,801+,85.9,238,74.0,259=,48.3
271,272,332,American University of Sharjah (AUS),United Arab Emirates,VH,Private not for Profit,31.7,388,65.1,163,24.6,742,43.8,428,100.0,3,100.0,9,50.6,801+,54.4,613=,48.2
272,272,311,North Carolina State University,United States of America,VH,Public,36.4,333,47.9,271,12.2,801+,72.9,190,67.5,347,25.6,651,79.8,356,86.7,91=,48.2
273,272,285,Universität zu Köln,Germany,VH,Public,45.0,263,50.5,250,23.6,759,43.8,429,39.3,506,47.1,430,92.6,134,88.9,71=,48.2
274,275,297,University of Virginia,United States of America,VH,Public,46.5,250,47.9,272,68.2,245,36.5,513,5.3,801+,19.2,740,82.6,299,68.9,331=,48.1
275,276,331,Sun Yat-sen University,China (Mainland),VH,Public,45.4,259,39.0,351,53.4,352,72.6,193,4.1,801+,6.8,801+,78.4,377,56.7,562=,48
276,276,285,University of Milan,Italy,VH,Public,65.9,152,27.0,507,10.2,801+,56.6,313,10.8,801+,13.4,801+,85.1,252,76.4,219=,48
277,278,246,University of Sussex,United Kingdom,VH,Public,33.8,360,21.0,624,21.4,801+,60.7,283,99.0,129,89.5,172,86.3,232,90.0,63=,47.9
278,279,272,Radboud University Nijmegen,Netherlands,VH,Public,38.6,310,20.3,648,34.8,566,73.2,189,83.5,266,30.1,589,92.5,136,67.7,353=,47.6
279,280,267,University of Antwerp,Belgium,VH,Public,35.0,343,18.8,690,42.8,465,57.7,303,96.4,162,45.5,444,95.2,79,80.6,162,47.4
280,281,275,University of Pittsburgh,United States of America,VH,Public,45.4,258,26.4,516,98.1,57,41.7,453,9.9,801+,23.0,688,90.4,171,60.2,501,47.3
281,281,235,University of Waikato,New Zealand,VH,Public,28.2,446,18.8,691,16.2,801+,82.1,144,99.5,116,79.7,223,49.0,801+,84.8,112=,47.3
282,283,275,Dalhousie University,Canada,VH,Public,27.1,465,23.9,563,15.8,801+,76.2,171,100.0,88,79.4,225,79.9,353,85.3,107=,47.2
283,284,273,University of Galway / Ollscoil na Gaillimhe,Ireland,VH,Public,37.3,321,40.2,339,68.6,241,24.0,655,96.7,155,62.7,321,72.9,488,82.5,141=,47.1
284,285,301,Georgetown University,United States of America,VH,Private not for Profit,38.2,312,60.6,190,74.2,203,21.7,689,22.8,677,51.1,401,67.4,581,69.1,329=,47
285,285,245,University of Macau,"Macao SAR, China",VH,Public,18.5,660,17.9,701+,11.7,801+,99.9,21,100.0,25,100.0,30,55.1,770,52.2,658=,47
286,287,256,Heriot-Watt University,United Kingdom,VH,Public,25.7,490,34.8,415,27.3,692,61.8,275,100.0,78,97.0,100,75.7,425,77.2,210=,46.8
287,287,308,Universitas Airlangga,Indonesia,VH,Public,52.2,213,88.3,78,69.6,235,2.5,801+,77.3,308,10.8,801+,52.9,797,56.6,568=,46.8
288,287,293,University of Arizona,United States of America,VH,Public,49.3,231,40.4,336,42.8,463,47.4,397,25.4,643,15.2,801+,93.5,116,66.9,363=,46.8
289,287,291,University of Bergen,Norway,VH,Public,40.5,297,13.7,701+,67.2,254,42.5,446,96.9,150,37.9,516,91.0,159,65.1,397,46.8
290,291,267,University of The Witwatersrand,South Africa,VH,Public,36.8,328,50.9,246,14.0,801+,40.2,468,86.8,246,9.4,801+,96.7,44,85.6,104=,46.4
291,292,298,Swansea University,United Kingdom,VH,Public,34.7,348,54.7,222,28.6,666,43.0,439,76.9,312,80.5,221,79.7,357,84.4,121,46.2
292,293,307,"University of California, Irvine",United States of America,VH,Public,46.6,249,37.1,381,26.8,701,53.1,351,39.5,503,64.2,310,81.9,313,64.9,403=,46.1
293,294,259,Case Western Reserve University,United States of America,VH,Private not for Profit,22.4,560,20.5,642,88.6,111,66.3,239,47.6,449,76.7,246,58.3,715,70.8,303=,46
294,294,291,Swinburne University of Technology,Australia,VH,Public,18.8,655,19.3,675,14.7,801+,95.0,68,87.8,237,94.7,130,74.0,467,73.4,267=,46
295,294,316,University of Notre Dame,United States of America,VH,Private not for Profit,38.0,315,43.6,306,70.8,220,36.7,511,28.9,596,32.7,562,75.4,435,72.5,281=,46
296,294,278,Vrije Universiteit Brussel (VUB),Belgium,VH,Public,33.3,369,22.1,599,75.6,192,27.7,611,96.8,152,72.1,264,92.2,143,80.0,169=,46
297,298,326,Istanbul Technical University,Türkiye,VH,Public,39.6,305,85.3,91,11.5,801+,35.3,521,10.4,801+,36.5,531,76.2,419,68.5,342=,45.8
298,299,320,University of Colorado Boulder,United States of America,VH,Public,49.0,232,36.8,386,52.1,359,36.0,516,38.6,510,8.5,801+,85.6,242,90.3,61=,45.6
299,300,302,Université Paris Cité,France,VH,Public,37.7,317,13.9,701+,11.0,801+,92.5,91,24.8,653,61.0,336,99.5,6,55.7,582=,45.5
300,301,285,Universidad Carlos III de Madrid,Spain,VH,Public,45.2,260,65.3,162,50.5,376,8.1,801+,73.8,321,75.2,254,67.8,572,77.3,208=,45.4
301,302,296,Stellenbosch University,South Africa,VH,Public,36.7,331,44.8,299,5.0,801+,67.5,233,25.4,642,14.5,801+,93.6,111,61.0,480=,45.2
302,303,312,Jagiellonian University,Poland,VH,Public,49.9,226,54.4,224,75.3,193,10.4,801+,8.0,801+,30.0,591,88.6,198,71.6,296,45.1
303,303,324,University of Southern Denmark,Denmark,VH,Public,29.2,425,24.9,540,31.9,602,68.4,227,91.7,212,46.4,435,77.4,394,85.0,110=,45.1
304,305,295,Xi'an Jiaotong University,China (Mainland),VH,Public,28.5,441,44.2,302,15.9,801+,97.8,49,5.5,801+,6.8,801+,82.9,295,55.8,581,45
305,306,306,Aalborg University,Denmark,VH,Public,26.4,478,25.0,538,27.7,685,77.2,167,89.0,231,29.4,597,91.7,148,79.1,186,44.9
306,306,355,Indiana University Bloomington,United States of America,VH,Public,44.7,266,50.3,252,34.4,570,31.2,573,51.7,428,18.4,757,86.5,228,66.0,381=,44.9
307,308,319,Simon Fraser University,Canada,VH,Public,34.9,345,20.7,636,7.6,801+,59.6,289,99.1,127,86.1,189,78.4,376,85.2,109,44.7
308,308,312,University of Johannesburg,South Africa,VH,Public,25.5,496,25.9,523,46.5,424,45.2,410,98.5,136,60.1,342,99.1,14,74.8,241=,44.7
309,310,,"City St George’s, University of London",United Kingdom,VH,,26.9,466,32.3,444,9.2,801+,57.8,301,92.4,207,97.9,90,77.2,402,62.3,452=,44.5
310,310,304,Linköping University,Sweden,VH,Public,25.4,501,32.2,446,50.2,382,55.2,328,85.8,255,46.3,437,81.5,320,68.2,346=,44.5
311,310,280,Ulsan National Institute of Science and Technology,Republic of Korea,VH,Public,21.8,571,16.3,701+,92.5,92,99.5,29,37.4,520,15.5,801+,26.7,801+,57.5,550=,44.5
312,310,314,Universität Stuttgart,Germany,VH,Public,33.4,364,46.1,291,11.0,801+,64.2,253,44.8,468,60.9,337,69.7,537,74.2,253=,44.5
313,314,324,University of Miami,United States of America,VH,Private not for Profit,24.5,521,40.3,338,57.9,312,48.4,386,87.8,238,25.1,660,85.2,251,64.6,407=,44.3
314,314,293,University of Tasmania,Australia,VH,Public,22.5,556,12.2,701+,34.3,572,72.8,192,87.1,244,91.7,152,80.4,348,84.0,124=,44.3
315,316,309,Goethe Universität Frankfurt am Main,Germany,VH,Public,52.1,214,38.6,362,27.0,697,31.7,567,54.9,411,30.0,590,87.7,205,82.9,135=,44
316,317,321,L.N. Gumilyov Eurasian National University,Kazakhstan,VH,Public,40.1,300,85.8,86,94.7,78,2.0,801+,84.6,262,25.8,649,31.4,801+,46.6,801+,43.9
317,317,304,Universidade Federal do Rio de Janeiro,Brazil,VH,Public,73.0,123,36.2,395,18.2,801+,13.8,801+,10.3,801+,2.3,801+,81.0,331,70.9,301=,43.9
