university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
121,196,141=,Hokkaido University,JP,Japan,L,FC,VH,5,A,57.3,134,66,119,75.8,162,27.8,451,17.5,621,14.4,633,38.1,392,12.9,665,30.7,438=,46.2,17659,8.2,10%,29 : 71,51.2,44,47.4,95.1,47.5,415,305,177,137,173,209,304,79,36.5748441,139.2394179,Sapporo,Asia,Public,Very High,7,"2,476",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,62.16666667,29,71,"Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Sociology,Computer Science,Agriculture & Forestry,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Business & Management,Sport Science,Psychology,Architecture,Medicine & Dentistry,Law,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Chemistry",21.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,350,242,164,262,http://www.hokudai.ac.jp/,JP,363,Undergraduate & Postgraduate
122,199,155=,Emory University,US,United States,L,FC,VH,5,B,25.6,342,16.4,522,97.7,50,69.7,149,37.3,431,31.1,409,57,268,23.6,357,85.7,115,45.9,13127,4,19%,61:39:00,53.1,45.7,95.5,81.6,69.3,667,197,164,101,66,55,63,82.5,39.7837304,-100.445882,Atlanta,North America,Private,Very High,5,"2,725",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,74.26666667,61,39,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",77.8,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,467,245,119.5,72,http://www.emory.edu/,US,309,Undergraduate & Postgraduate
123,199,205=,Waseda University,JP,Japan,XL,CO,VH,5,B,60.2,118,97.3,24,23.7,602,4.3,701+,27.6,503,28.6,436,17.5,569,65.6,87,56.5,268=,45.9,46013,14.3,13%,39 : 61,33.7,26.2,43.1,56.7,54.8,562,23,304,470,471,445,541,76.4,36.5748441,139.2394179,Tokyo,Asia,Private,Very High,11,"3,833",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,42,39,61,"Languages, Literature & Linguistics,Computer Science,Biological Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Architecture,Law,Sociology",29.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,346,26,119.5,496,http://www.waseda.ac.jp/,JP,268,Undergraduate & Postgraduate
124,203,237=,King Saud University,SA,Saudi Arabia,XL,FC,VH,4,A,36.9,236,21.3,435,64.2,218,32.2,419,99.7,83,21.3,525,88.6,92,71.7,67,75.8,171=,45.2,50906,11.9,6%,43:57:00,31.4,19.9,84.5,48.7,77.2,667,442,304,191,435,452,898,74.7,25.6242618,42.3528328,Riyadh,Asia,Public,Very High,9,"4,216",9,424,39.26633333,13.54444444,721.5555556,898,23.5,51.03333333,43,57,"Physics & Astronomy,Veterinary Science,Geography,Languages, Literature & Linguistics,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sport Science,Computer Science,Biological Sciences,Psychology,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Business & Management,Other Health,Sociology,Education,General Engineering,Chemistry",32.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,352,119.5,336,http://www.ksu.edu.sa/,SA,276,Undergraduate & Postgraduate
125,203,237=,University of Ottawa,CA,Canada,XL,FC,VH,5,A,26.5,329,29.7,328,3.8,701+,79.1,116,85.9,203,75.9,182,85.8,111,24.3,344,54.6,279=,45.2,38366,27.2,26%,59:41:00,39.6,46.5,84.4,80.2,86.9,366,431,304,162,157,164,200,78.3,61.0666922,-107.991707,Ottawa,North America,Public,Very High,22,"1,677",23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,70.36666667,59,41,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Education,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Law,Sociology,Business & Management,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Geography",54.8,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,470,119.5,157,http://www.uottawa.ca/,CA,259,Undergraduate & Postgraduate
126,206,217=,University of Otago,NZ,New Zealand,L,FC,VH,5,A,46.3,178,27.1,359,11,701+,51,256,100,44,29.2,428,38.1,391,44.7,159,98.1,22,45,19350,20.6,16%,61:39:00,35.6,35.1,75.8,68.8,81.8,667,864,304,323,308,282,254,76.3,-41.5000831,172.8344077,Dunedin,Oceania,Public,Very High,14,"1,333",4,320,48.221,34.975,425.5,400,23.5,59.9,61,39,"Mathematics & Statistics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Accounting & Finance,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Computer Science,Geography,Chemistry,Psychology",48,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,886,119.5,339,http://www.otago.ac.nz/,NZ,233,Undergraduate & Postgraduate
127,207,214,Vrije Universiteit Amsterdam,NL,Netherlands,XL,FC,VH,5,A,39.6,217,15.7,531,23.6,607,68.1,156,68.5,284,40.2,340,70.1,195,20.2,414,89.1,95=,44.9,31704,19.2,18%,57:43:00,40.4,51,93.4,91.5,84.3,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Amsterdam,Europe,Public,Very High,10,"2,598",9,48,67.17744444,47.4,116.2222222,271,23.5,78.63333333,57,43,"Architecture,Mathematics & Statistics,Economics & Econometrics,Sociology,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Communication & Media Studies,Computer Science,Chemistry,Education,Accounting & Finance,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Psychology,Agriculture & Forestry,Languages, Literature & Linguistics,Biological Sciences",58.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.vu.nl/,NL,293,Undergraduate & Postgraduate
128,208,220=,University of Aberdeen,UK,United Kingdom,L,FC,VH,5,A,29.6,292,32.5,302,29.6,525,42.1,322,95.8,144,96.7,77,73.3,180,20.5,408,98.1,21,44.6,12755,15.3,40%,58:42:00,36.4,35.8,81.8,78.9,97.5,587,649,219,348,293,210,254,77.4,54.7023545,-3.2765753,Aberdeen,Europe,Public,Very High,11,"1,175",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,65.5,58,42,"Computer Science,General Engineering,Geography,Archaeology,Mechanical & Aerospace Engineering,Civil Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Education,History, Philosophy & Theology,Psychology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Sociology,Law,Electrical & Electronic Engineering,Physics & Astronomy",64.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,288,753,156,340,http://www.abdn.ac.uk/,GB,141,Undergraduate & Postgraduate
129,210,212=,University of Twente,NL,Netherlands,M,FO,VH,4,A,20.6,422,38.3,254,39.4,404,65.3,171,99.3,94,91.1,112,67.6,208,12.6,687,33.2,416=,44.4,9964,13.9,38%,37 : 63,43.4,46,75.1,99.6,93.3,667,927,304,422,363,520,275,75,52.2434979,5.6343227,Enschede,Europe,Public,Very High,10,"1,177",9,48,67.17744444,47.4,116.2222222,271,23.5,73.56666667,37,63,"Other Health,Psychology,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Business & Management,General Engineering,Mathematics & Statistics,Law,Chemistry,Economics & Econometrics,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Education,Biological Sciences,Geography,Sport Science,Medicine & Dentistry",42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1065,119.5,405,http://www.utwente.nl/,NL,165,Undergraduate & Postgraduate
130,211,224=,Chulalongkorn University,TH,Thailand,XL,FC,VH,5,A,66.6,101,50.1,170,31.5,498,7,701+,15,668,2.9,701+,49.4,318,87.2,44,85.9,113=,44.3,34552,12.7,3%,56:44:00,36.7,32.2,50.2,76.6,44.1,667,117,304,435,582,645,460,73.9,13.03876215,101.7001761,Bangkok,Asia,Public,High,10,"3,354",10,612,27.2866,24.82,1271.3,732.25,23.5,53,56,44,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,108,119.5,546,https://www.chula.ac.th/,TH,109,Undergraduate & Postgraduate
131,212,256=,Loughborough University,UK,United Kingdom,L,CO,VH,4,A,30.5,283,66.8,116,23.6,604,34.6,392,87.3,198,63.5,237,77.1,162,18.8,446,63.4,231,44.2,16110,13.9,25%,40 : 60,36.5,34.4,77.4,70.2,91.5,667,1001,304,520,562,1001,541,72.6,54.7023545,-3.2765753,Loughborough,Europe,Public,Very High,12,"1,445",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,60.66666667,40,60,"Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,General Engineering,Sociology,Geography,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,History, Philosophy & Theology,Sport Science,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Mathematics & Statistics,Chemistry",9.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1540,274,632,http://www.lboro.ac.uk/,GB,145,Undergraduate & Postgraduate
132,214,197=,Keio University,JP,Japan,XL,FC,VH,5,B,51.4,156,93.5,42,58,246,6,701+,9.6,701+,9.2,701+,9.2,689,79.8,50,39.3,366,44,33577,10.2,8%,36 : 64,36.9,27,49.2,73.3,38.4,549,12,304,303,324,273,363,79,36.5748441,139.2394179,Tokyo,Asia,Private,Very High,8,"4,028",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,49.83333333,36,64,"Art, Performing Arts & Design,Chemical Engineering,Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Architecture,History, Philosophy & Theology,Economics & Econometrics,Business & Management,Civil Engineering,Computer Science,Sociology,Geography,Archaeology,Law,Physics & Astronomy,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies),Psychology,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Accounting & Finance,General Engineering",26.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,505,13,119.5,392,http://www.keio.ac.jp/,JP,214,Undergraduate & Postgraduate
133,215,260=,Tel Aviv University,IL,Israel,L,FC,VH,4,A,33.2,264,23.6,407,3.8,701+,99.9,11,40.4,410,4.6,701+,39.5,382,72.9,62,38.4,373=,43.9,24995,24.2,5%,57:43:00,40.7,49.7,83,76.2,52.9,105,143,59,108,115,129,151,82.2,39.3181528,-79.8109014,Tel Aviv,Asia,Public,Very High,22,"1,048",3,209,47.23766667,18.1,476,574,23.5,69.63333333,57,43,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,348,123,119.5,120,http://www.tau.ac.il/,IL,350,Undergraduate & Postgraduate
134,216,212=,Tongji University,CN,China (Mainland),XL,FC,VH,5,A,34.4,251,13.1,601+,28.8,534,91.8,70,56.7,327,32.6,396,21.3,534,18,464,65.4,225,43.5,31632,11.3,15%,41:59:00,50,53.6,69.5,85.4,67.7,335,248,304,156,250,396,541,76.2,30.047992,-94.3357433,Shanghai,Asia,Public,Very High,11,"2,785",35,12,56.53822857,28.66857143,328.4,574.8823529,12,69.5,41,59,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,200,119.5,187,http://www.tongji.edu.cn/,CN,153,Undergraduate & Postgraduate
135,217,202,National Yang Ming Chiao Tung University,TW,Taiwan,L,FC,VH,1,A,33.3,262,67.9,110,53.9,286,52.1,247,19,601,18.5,566,4.4,701+,44.6,160,54.3,283=,43.3,16944,14.6,9%,36 : 64,44,44.3,52.9,99.9,41.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Unknown,Asia,Public,Very High,8,"2,112",22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,65.7,36,64,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,251,119.5,284,Unknown,Unknown,218,Undergraduate & Postgraduate
136,218,240=,University of Sussex,UK,United Kingdom,L,FC,VH,4,A,22.9,380,8.9,601+,14.6,701+,70.9,142,96.1,137,93,100,62.9,226,30.6,251,97.2,35,43.1,17640,17.3,34%,55:45:00,29.7,35.6,92.7,66.1,95.4,219,387,73,482,365,269,163,78.1,54.7023545,-3.2765753,Brighton,Europe,Public,Very High,14,"1,320",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,64.8,55,45,"Art, Performing Arts & Design,Computer Science,Psychology,Communication & Media Studies,Accounting & Finance,Biological Sciences,Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Business & Management,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Chemistry",91.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,534,81,360,http://www.sussex.ac.uk/,GB,241,Undergraduate & Postgraduate
137,220,203=,University of Lausanne,CH,Switzerland,L,FO,VH,5,A,29.4,294,15.1,545,36.6,434,65.1,173,99.9,77,56.6,263,48,327,27.9,290,61.6,245,42.7,14478,10.5,23%,Unknown,41.7,46.3,87.3,99.5,90.4,144,791,104,286,215,120,151,79.8,46.7985624,8.2319736,Lausanne,Europe,Public,Very High,9,"1,478",5,80,64.5411,38.38,129.4,99.6,23.5,77.7,54,46,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",59.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,711,131,214,Unknown,Unknown,197,Undergraduate & Postgraduate
