university_id,university_name,country,alias,normalized_alias
U001833,Saint Petersburg State Pediatric Medical University,Russian Federation,Saint Petersburg State Pediatric Medical University,saint petersburg state pediatric medical university
U001834,Saint Petersburg State University,Russia,Saint Petersburg State University,saint petersburg state university
U001835,Saint Petersburg State University of Architecture and Civil Engineering,Russian Federation,Saint Petersburg State University of Architecture and Civil Engineering,saint petersburg state university of architecture and civil engineering
U001836,"Saint Thomas University, Colombia",Colombia,Saint Thomas University Colombia,saint thomas university colombia
U001836,"Saint Thomas University, Colombia",Colombia,"Saint Thomas University, Colombia",saint thomas university colombia
U001837,Saints Cyril and Methodius University in Skopje,North Macedonia,Saints Cyril and Methodius University in Skopje,saints cyril and methodius university in skopje
U001838,Saitama Medical University,Japan,Saitama Medical University,saitama medical university
U001839,Saitama University,Japan,Saitama University,saitama university
U001840,Sakarya University,Turkey,Sakarya University,sakarya university
U001841,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Saken Seifullin Kazakh Agrotechnical University,saken seifullin kazakh agrotechnical university
U001842,Sakon Nakhon Rajabhat University,Thailand,Sakon Nakhon Rajabhat University,sakon nakhon rajabhat university
U001843,Salahaddin University,Iraq,Salahaddin University,salahaddin university
U001844,Salahaddin University–Erbil,Iraq,Salahaddin University–Erbil,salahaddin universityerbil
U001845,Salem University,Nigeria,Salem University,salem university
U001846,Samara National Research University (Samara University),Russia,Samara National Research University,samara national research university
U001846,Samara National Research University (Samara University),Russia,Samara National Research University (Samara University),samara national research university samara university
U001847,Samara State Medical University,Russian Federation,Samara State Medical University,samara state medical university
U001848,Samara State Technical University,Russian Federation,Samara State Technical University,samara state technical university
U001849,Samara State University of Economics,Russian Federation,Samara State University of Economics,samara state university of economics
U001850,Samarkand State Institute of Foreign Languages,Uzbekistan,Samarkand State Institute of Foreign Languages,samarkand state institute of foreign languages
U001851,Samarkand State Medical University,Uzbekistan,Samarkand State Medical University,samarkand state medical university
U001852,Samarkand State University,Uzbekistan,Samarkand State University,samarkand state university
U001853,Samsun University,Turkey,Samsun University,samsun university
U001854,Samuel Adegboyega University,Nigeria,Samuel Adegboyega University,samuel adegboyega university
U001855,San Diego State University,United States,San Diego State University,san diego state university
U001856,San Francisco State University,United States,San Francisco State University,san francisco state university
U001857,San Jose State University,United States,San Jose State University,san jose state university
U001858,San Sebastián University,Chile,San Sebastián University,san sebastin university
U001859,Sant'Anna - Scuola Universitaria Superiore Pisa,Italy,Sant'Anna - Scuola Universitaria Superiore Pisa,santanna scuola universitaria superiore pisa
U001859,Sant'Anna - Scuola Universitaria Superiore Pisa,Italy,Sant'Anna Scuola Universitaria Superiore Pisa,santanna scuola universitaria superiore pisa
U001860,Sant’Anna School of Advanced Studies – Pisa,Italy,Sant’Anna School of Advanced Studies – Pisa,santanna school of advanced studies pisa
U001861,Sapienza University of Rome,Italy,Sapienza University of Rome,sapienza university of rome
U001862,Sapporo Gakuin University,Japan,Sapporo Gakuin University,sapporo gakuin university
U001863,Sapporo Medical University,Japan,Sapporo Medical University,sapporo medical university
U001864,Sarajevo School of Science and Technology,Bosnia and Herzegovina,Sarajevo School of Science and Technology,sarajevo school of science and technology
U001865,Saratov State Medical University,Russian Federation,Saratov State Medical University,saratov state medical university
U001866,Sarsen Amanzholov East Kazakhstan University,Kazakhstan,Sarsen Amanzholov East Kazakhstan University,sarsen amanzholov east kazakhstan university
U001867,Sasin School of Management,Thailand,Sasin School of Management,sasin school of management
U001868,SASTRA University,India,SASTRA University,sastra university
U001869,Satbayev University,Kazakhstan,Satbayev University,satbayev university
U001870,Sathyabama Institute of Science and Technology (deemed to be university),India,Sathyabama Institute of Science and Technology,sathyabama institute of science and technology
U001870,Sathyabama Institute of Science and Technology (deemed to be university),India,Sathyabama Institute of Science and Technology (deemed to be university),sathyabama institute of science and technology deemed to be university
U001871,Satya Wacana Christian University,Indonesia,Satya Wacana Christian University,satya wacana christian university
U001872,Saudi Electronic University,Saudi Arabia,Saudi Electronic University,saudi electronic university
U001873,Saveetha Institute of Medical and Technical Sciences,India,Saveetha Institute of Medical and Technical Sciences,saveetha institute of medical and technical sciences
U001874,Savitribai Phule Pune University,India,Savitribai Phule Pune University,savitribai phule pune university
U001875,SBS Swiss Business School,Switzerland,SBS Swiss Business School,sbs swiss business school
U001876,School of Higher Commercial Studies (EHEC Algiers),Algeria,School of Higher Commercial Studies,school of higher commercial studies
U001876,School of Higher Commercial Studies (EHEC Algiers),Algeria,School of Higher Commercial Studies (EHEC Algiers),school of higher commercial studies ehec algiers
U001877,Sciences Po ,France,Sciences Po,sciences po
U001878,Scuola Normale Superiore,Italy,Scuola Normale Superiore,scuola normale superiore
U001879,Scuola Normale Superiore di Pisa,Italy,Scuola Normale Superiore di Pisa,scuola normale superiore di pisa
U001880,SDU University,Kazakhstan,SDU University,sdu university
U001881,Seattle University,United States,Seattle University,seattle university
U001882,Sebha University,Libya,Sebha University,sebha university
U001883,Sechenov University,Russia,Sechenov University,sechenov university
U001884,Sefako Makgatho Health Sciences University,South Africa,Sefako Makgatho Health Sciences University,sefako makgatho health sciences university
U001885,Seinan Gakuin University,Japan,Seinan Gakuin University,seinan gakuin university
U001886,Seisa Dohto University,Japan,Seisa Dohto University,seisa dohto university
U001887,Sejong University ,South Korea,Sejong University,sejong university
U001888,Selçuk University,Turkey,Selçuk University,seluk university
U001889,Semmelweis University,Hungary,Semmelweis University,semmelweis university
U001890,Semnan University,Iran,Semnan University,semnan university
U001891,Semnan University of Medical Sciences and Health Services,Iran,Semnan University of Medical Sciences and Health Services,semnan university of medical sciences and health services
U001892,Senshu University,Japan,Senshu University,senshu university
U001893,Seoul National University,South Korea,Seoul National University,seoul national university
U001894,Seoul National University of Science and Technology,South Korea,Seoul National University of Science and Technology,seoul national university of science and technology
U001895,Setsunan University,Japan,Setsunan University,setsunan university
U001896,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan,Seyitnazar Seydi Turkmen State Pedagogical Institute,seyitnazar seydi turkmen state pedagogical institute
U001897,SGH Warsaw School of Economics,Poland,SGH Warsaw School of Economics,sgh warsaw school of economics
U001898,"Shah Abdul Latif University, Khairpur",Pakistan,Shah Abdul Latif University Khairpur,shah abdul latif university khairpur
U001898,"Shah Abdul Latif University, Khairpur",Pakistan,"Shah Abdul Latif University, Khairpur",shah abdul latif university khairpur
U001899,Shahed University,Iran,Shahed University,shahed university
