university_id,university_name,world_rank,national_rank,overall_score,year,country,region,city,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
100099,Shanghai Royal University,725.5,8,94.3,2020,China,Asia,Shanghai,95.3,97.4,93.8,Private,25283,Medicine,834339,267.93,91.3,435,5.56,68423,18920,27.65,2285,29.94,45:55:00,45,55,Undergraduate,46638,21785,447.1,106,9,77.6,77.7,77.1,23.52
100100,Singapore Technical University,725.5,6,96.3,2020,Singapore,Asia,Singapore,92,100,100,Private,90208,Natural Sciences,3518112,2145.19,98.2,203,2.52,15101,5909,39.13,3766,4.01,60:40:00,60,40,Postgraduate,10298,4803,455.8,123,12,77.3,77.2,77.8,24.59
100101,Nanjing Metropolitan University,725.5,8,93.4,2020,China,Asia,Nanjing,90.9,96,86.7,Public,82304,Engineering,823040,160.97,100,426,5.67,68360,24713,36.15,3016,22.67,65:35:00,65,35,Undergraduate,56648,11712,447.1,106,9,77.6,77.7,77.1,23.52
100102,Shanghai Technical University,654,8,94.3,2020,China,Asia,Shanghai,89.5,88,92.6,Private,13253,Engineering,198795,27.19,100,152,3.29,27483,7510,27.33,1994,13.78,51:49:00,51,49,Postgraduate,19760,7723,447.1,106,9,77.6,77.7,77.1,23.52
100103,Nanjing National University,580,8,96.6,2020,China,Asia,Nanjing,99,96.8,97.6,Private,45383,Engineering,1951469,488.84,100,198,6.88,46271,6094,13.17,1826,25.34,55:45:00,55,45,Both,36094,10177,447.1,106,9,77.6,77.7,77.1,23.52
100104,Heidelberg National University,501,8,96,2020,Germany,Europe,Heidelberg,96.4,93.9,89.9,Public,16936,Medicine,406464,67.81,100,350,8.23,25539,9830,38.49,3483,7.33,54:46:00,54,46,Postgraduate,17555,7984,510.9,109,6,74.3,74.1,73.9,24.02
100105,Paris Royal University,391,6,94,2020,France,Europe,Paris,91.4,87.9,91.5,Public,20528,Natural Sciences,821120,223.01,92.9,150,5.1,32724,3093,9.45,4286,7.64,55:45:00,55,45,Undergraduate,24153,8571,536.5,85,11,73,73.2,72.3,21.62
100106,Boston State University,975.5,10,96,2020,United States,North America,Boston,100,96,95.9,Private,91744,Engineering,3578016,916.5,98.9,307,4.41,10417,4681,44.94,552,18.87,60:40:00,60,40,Postgraduate,8504,1913,568.1,109,14,71.5,71.4,70.2,21.95
100107,Hyderabad National University,701,7,93.7,2020,India,Asia,Hyderabad,94.2,100,94.6,Public,101193,Business,1011930,150.47,96.8,359,2.25,32862,1727,5.26,5654,5.81,59:41:00,59,41,Postgraduate,20921,11941,507.5,86,7,74.5,74.2,74.4,21.8
100108,Lyon Royal University,675.5,6,93.3,2020,France,Europe,Lyon,89.7,88.6,87.4,Public,9780,Computer Science,430320,127.58,93.7,385,4.81,26210,11585,44.2,2697,9.72,44:56:00,44,56,Postgraduate,19669,6541,536.5,85,11,73,73.2,72.3,21.62
100109,Beijing Royal University,675.5,6,94.5,2020,China,Asia,Beijing,95.3,90.8,92.8,Private,61243,Business,734916,129.16,98.6,127,3.72,54139,9166,16.93,5991,9.04,64:36:00,64,36,Postgraduate,46400,7739,447.1,106,9,77.6,77.7,77.1,23.52
100110,Edinburgh Technical University,900.5,8,96.4,2020,United Kingdom,Europe,Edinburgh,99.6,96.3,92.8,Public,39171,Social Sciences,1135959,227.97,97.5,369,7.32,56662,11313,19.97,5891,9.62,59:41:00,59,41,Postgraduate,32124,24538,488.1,101,1,75.5,75.6,75.1,22.23
100111,Vancouver International University,1001,11,95.9,2020,Canada,North America,Vancouver,99.7,89.4,93.2,Public,12803,Engineering,396893,66.78,100,164,0.91,45999,10060,21.87,2218,20.74,48:52:00,48,52,Undergraduate,35852,10147,494.1,84,24,75.2,75,76.3,20.03
100112,Beijing Technical University,900.5,9,94.3,2020,China,Asia,Beijing,91.6,87.7,100,Public,15526,Engineering,434728,123.82,99.6,150,3.56,58304,24729,42.41,1390,41.95,55:45:00,55,45,Both,52329,5975,447.1,106,9,77.6,77.7,77.1,23.52
100113,Montreal Metropolitan University,804,11,95.8,2020,Canada,North America,Montreal,91.7,89.4,100,Private,79276,Arts & Humanities,2536832,750.76,100,241,6.83,21238,4587,21.6,5580,3.81,37:63,37,63,Both,13525,7713,494.1,84,24,75.2,75,76.3,20.03
100114,Stanford Technical University,876,23,92.8,2020,United States,North America,Stanford,92.7,94.3,93.3,Public,3581,Engineering,111011,35.9,87.6,371,3.87,40806,5711,14,4158,9.81,65:35:00,65,35,Both,36544,4262,568.1,109,14,71.5,71.4,70.2,21.95
100115,Heidelberg Royal University,932,39,93.9,2020,Germany,Europe,Heidelberg,93,96.2,94.7,Public,22012,Medicine,550300,464.78,91.3,341,7.87,68852,26528,38.53,1572,43.8,52:48:00,52,48,Both,45742,23110,510.9,109,6,74.3,74.1,73.9,24.02
100116,Paris International University,998,44,92.7,2020,France,Europe,Paris,94.8,95.9,86,Public,47443,Medicine,1945163,410.63,96.6,449,2.57,29370,2129,7.25,2501,11.74,58:42:00,58,42,Postgraduate,25265,4105,536.5,85,11,73,73.2,72.3,21.62
100117,Bengaluru National University,1073,56,95.6,2020,India,Asia,Bengaluru,92.3,90.1,100,Private,119213,Business,5245372,871.03,98.7,196,6.43,5168,230,4.45,400,12.92,42:58:00,42,58,Undergraduate,2925,2243,507.5,86,7,74.5,74.2,74.4,21.8
100118,Beijing Technical University,1153,69,93.2,2020,China,Asia,Beijing,89,91.1,93.2,Private,8903,Engineering,169157,72.66,97.4,103,8.13,9517,3860,40.56,2612,3.64,59:41:00,59,41,Both,8048,1469,447.1,106,9,77.6,77.7,77.1,23.52
100119,Singapore Metropolitan University,1218,74,96,2020,Singapore,Asia,Singapore,98.8,99.8,97,Public,106329,Medicine,2445567,1411.18,89.1,289,0.69,40490,11401,28.16,5509,7.35,61:39:00,61,39,Undergraduate,32096,8394,455.8,123,12,77.3,77.2,77.8,24.59
100120,Melbourne Technical University,1353,94,95.9,2020,Australia,Oceania,Melbourne,92.3,92.4,86.8,Private,32339,Engineering,1325899,341.46,98.7,270,4.17,54014,2832,5.24,5057,10.68,38:62,38,62,Both,39262,14752,500.4,107,2,75,74.9,74.2,22.7
100121,Osaka Royal University,1543,114,93.2,2020,Japan,Asia,Osaka,90.9,86.4,87.3,Public,104227,Business,4690215,3369.41,88.4,164,4.1,25580,6710,26.23,1289,19.84,52:48:00,52,48,Postgraduate,17276,8304,509.2,90,3,74.6,75,75.3,21.83
100122,Paris State University,1674,140,92.5,2020,France,Europe,Paris,94.6,100,90.4,Public,8416,Engineering,227232,86.37,97,169,0.75,31502,14051,44.6,4004,7.87,52:48:00,52,48,Postgraduate,25574,5928,536.5,85,11,73,73.2,72.3,21.62
100123,Melbourne International University,1334,31,94.2,2020,Australia,Oceania,Melbourne,91.8,99.2,84.6,Private,10450,Engineering,209000,26.48,96.2,145,1.24,60527,27226,44.98,3016,20.07,38:62,38,62,Undergraduate,34194,26333,500.4,107,2,75,74.9,74.2,22.7
100124,Montreal State University,1449,44,92.9,2020,Canada,North America,Montreal,92.4,87.3,95.2,Private,82868,Computer Science,1905964,328.5,90,290,7.56,36393,1049,2.88,1018,35.75,43:57:00,43,57,Both,24894,11499,494.1,84,24,75.2,75,76.3,20.03
100125,Osaka International University,1537,52,93.9,2020,Japan,Asia,Osaka,93.8,100,94,Private,52905,Natural Sciences,1322625,670.36,87.3,385,2.25,63704,26614,41.78,2601,24.49,36:64,36,64,Postgraduate,53067,10637,509.2,90,3,74.6,75,75.3,21.83
100126,Stanford Metropolitan University,1501,51,93.1,2020,United States,North America,Stanford,96.5,98.6,86.6,Public,79662,Natural Sciences,2230536,313.98,96.5,263,7.81,6848,2931,42.8,3180,2.15,65:35:00,65,35,Undergraduate,5126,1722,568.1,109,14,71.5,71.4,70.2,21.95
100127,Paris National University,1589,56,91.7,2020,France,Europe,Paris,95.8,86.9,84.3,Private,95970,Engineering,1823430,257.8,96.5,245,0.98,14680,4855,33.07,1460,10.05,59:41:00,59,41,Postgraduate,8643,6037,536.5,85,11,73,73.2,72.3,21.62
100128,Osaka Technical University,1678,61,92.3,2020,Japan,Asia,Osaka,97,95.4,100,Public,105152,Social Sciences,3154560,1355.05,94.6,169,3.53,53103,22610,42.58,2712,19.58,39:61,39,61,Both,32509,20594,509.2,90,3,74.6,75,75.3,21.83
100129,Brisbane Metropolitan University,1690,42,95.3,2020,Australia,Oceania,Brisbane,91.7,99.2,90.1,Public,43879,Computer Science,789822,138.3,100,125,7.07,48910,20992,42.92,3050,16.04,49:51:00,49,51,Both,27095,21815,500.4,107,2,75,74.9,74.2,22.7
100130,Tokyo Technical University,745.5,5,95,2020,Japan,Asia,Tokyo,93.5,93,100,Public,105380,Engineering,4636720,795.05,98.6,195,1.8,9830,323,3.29,2715,3.62,35:65,35,65,Postgraduate,6503,3327,509.2,90,3,74.6,75,75.3,21.83
100131,Nanjing Metropolitan University,765.5,5,94.3,2020,China,Asia,Nanjing,93.6,96.7,96.4,Private,58911,Social Sciences,1060398,1130.49,88.7,185,8.3,31822,11472,36.05,4839,6.58,58:42:00,58,42,Postgraduate,27810,4012,447.1,106,9,77.6,77.7,77.1,23.52
100132,Beijing Technical University,755,5,92.6,2020,China,Asia,Beijing,94.2,94.2,86.6,Private,5373,Engineering,112833,59.42,94.5,121,4.29,12569,2576,20.49,3556,3.53,50:50:00,50,50,Both,9064,3505,447.1,106,9,77.6,77.7,77.1,23.52
100133,Singapore International University,835,9,94.7,2020,Singapore,Asia,Singapore,95.3,89.1,98.6,Private,14675,Arts & Humanities,190775,31.94,92.5,357,3.81,54575,19374,35.5,2163,25.23,52:48:00,52,48,Both,31181,23394,455.8,123,12,77.3,77.2,77.8,24.59
100134,Munich Technical University,900.5,7,93.3,2020,Germany,Europe,Munich,97.3,98.1,96.9,Public,83300,Business,1416100,953.6,99.6,309,1.88,69511,5527,7.95,2035,34.16,60:40:00,60,40,Undergraduate,42919,26592,510.9,109,6,74.3,74.1,73.9,24.02
100135,Nanjing National University,900.5,4,92.8,2020,China,Asia,Nanjing,91.8,90,88.3,Public,62051,Engineering,496408,71.5,95.6,380,4.68,32498,1893,5.82,3695,8.8,39:61,39,61,Both,19559,12939,447.1,106,9,77.6,77.7,77.1,23.52
100136,Singapore National University,900.5,4,92.3,2020,Singapore,Asia,Singapore,88.7,94,96.2,Private,7083,Arts & Humanities,233739,30.02,97.6,433,2.4,53873,15621,29,2500,21.55,63:37:00,63,37,Postgraduate,36652,17221,455.8,123,12,77.3,77.2,77.8,24.59
100137,Heidelberg Technical University,900.5,4,92.2,2020,Germany,Europe,Heidelberg,91.4,94.6,86,Private,29707,Social Sciences,1010038,153.76,92,344,7.44,58806,1891,3.22,4521,13.01,60:40:00,60,40,Both,35615,23191,510.9,109,6,74.3,74.1,73.9,24.02
100138,Stanford National University,900.5,4,91.3,2020,United States,North America,Stanford,89.9,86.5,88.7,Private,62846,Natural Sciences,2513840,670.18,93.2,143,5.95,20855,6152,29.5,4304,4.85,54:46:00,54,46,Both,14726,6129,568.1,109,14,71.5,71.4,70.2,21.95
100139,Boston National University,805,7,94.5,2020,United States,North America,Boston,97.3,89.9,88.9,Public,31505,Social Sciences,661605,244.68,96.6,342,0.66,56137,25201,44.89,5888,9.53,35:65,35,65,Undergraduate,40190,15947,568.1,109,14,71.5,71.4,70.2,21.95
100140,Berlin Technical University,735.5,5,92.8,2020,Germany,Europe,Berlin,90,89.7,93.2,Private,83737,Medicine,2763321,522.56,87.3,341,8.5,68339,27682,40.51,3365,20.31,52:48:00,52,48,Both,53069,15270,510.9,109,6,74.3,74.1,73.9,24.02
100141,Munich State University,1116,21,94.5,2020,Germany,Europe,Munich,97.6,99.4,96.5,Public,88577,Natural Sciences,2480156,408.19,89.5,93,5.74,24372,4300,17.64,3728,6.54,47:53:00,47,53,Both,16716,7656,510.9,109,6,74.3,74.1,73.9,24.02
100142,Singapore Metropolitan University,1119,22,94.3,2020,Singapore,Asia,Singapore,97.7,100,87.9,Private,14793,Computer Science,562134,363.14,97.7,366,6.6,16997,5618,33.05,3049,5.57,55:45:00,55,45,Both,9879,7118,455.8,123,12,77.3,77.2,77.8,24.59
100143,Manchester National University,1100.5,5,92.7,2020,United Kingdom,Europe,Manchester,89.7,86.7,96.4,Private,71446,Computer Science,1929042,496.66,86.5,157,1.6,18126,2857,15.76,3652,4.96,53:47:00,53,47,Postgraduate,15633,2493,488.1,101,1,75.5,75.6,75.1,22.23
100144,Cambridge Technical University,1884,85,91.6,2020,United States,North America,Cambridge,94.4,92.9,84.8,Public,104919,Social Sciences,1363947,874.33,93.2,404,3.94,33116,7871,23.77,3440,9.63,35:65,35,65,Postgraduate,18651,14465,568.1,109,14,71.5,71.4,70.2,21.95
100145,Sydney Royal University,1944,69,92,2020,Australia,Oceania,Sydney,88,92.1,88.1,Public,10557,Medicine,105570,35.88,98.3,313,6.32,44083,17224,39.07,3067,14.37,48:52:00,48,52,Postgraduate,37946,6137,500.4,107,2,75,74.9,74.2,22.7
100146,Brisbane State University,450,1,93.6,2020,Australia,Oceania,Brisbane,94.5,88.3,91,Public,87267,Engineering,872670,244.24,98.9,210,6.67,45837,1642,3.58,5165,8.87,36:64,36,64,Both,35830,10007,500.4,107,2,75,74.9,74.2,22.7
100147,Berkeley Technical University,641,2,93.3,2020,United States,North America,Berkeley,91,95,86,Private,110875,Arts & Humanities,1552250,330.97,96.4,140,2.76,56430,3532,6.26,4377,12.89,41:59:00,41,59,Both,43064,13366,568.1,109,14,71.5,71.4,70.2,21.95
100148,Brisbane Technical University,875.5,1,91.5,2020,Australia,Oceania,Brisbane,86.7,85,83.7,Private,77255,Medicine,3012945,1750.69,97.8,341,1.1,52420,3369,6.43,2396,21.88,55:45:00,55,45,Postgraduate,33072,19348,500.4,107,2,75,74.9,74.2,22.7
100149,Osaka National University,775.5,1,94,2020,Japan,Asia,Osaka,97.9,86.1,86.7,Public,86829,Business,1562922,489.64,92,304,8.14,22583,1572,6.96,3352,6.74,61:39:00,61,39,Postgraduate,15129,7454,509.2,90,3,74.6,75,75.3,21.83
100150,Toronto State University,875.5,1,94.4,2020,Canada,North America,Toronto,97.9,88.1,100,Public,65265,Business,2871660,474.11,93.6,392,3.54,28501,10066,35.32,536,53.17,62:38:00,62,38,Postgraduate,22503,5998,494.1,84,24,75.2,75,76.3,20.03
100151,Hyderabad Royal University,82,10,94.4,2020,India,Asia,Hyderabad,96.1,91.8,94.8,Public,93826,Engineering,1313564,324.74,96.6,207,4.36,48496,21067,43.44,3452,14.05,39:61,39,61,Both,40914,7582,507.5,86,7,74.5,74.2,74.4,21.8
100152,Singapore State University,1629,250,94.3,2020,Singapore,Asia,Singapore,89.8,89.8,97.1,Private,54858,Social Sciences,1261734,1101.95,93.7,373,4.08,61137,16383,26.8,3962,15.43,45:55:00,45,55,Both,36165,24972,455.8,123,12,77.3,77.2,77.8,24.59
100153,Lyon Metropolitan University,1758,251,93,2020,France,Europe,Lyon,92.5,90.4,99.5,Public,109031,Engineering,2398682,323.45,92.3,366,6.64,44318,15553,35.09,5683,7.8,46:54:00,46,54,Both,35479,8839,536.5,85,11,73,73.2,72.3,21.62
100154,Nanjing National University,1855,56,93.9,2020,China,Asia,Nanjing,93.8,99,98.7,Public,55636,Social Sciences,778904,301.55,95.4,176,1.47,60849,12924,21.24,2066,29.45,49:51:00,49,51,Postgraduate,51027,9822,447.1,106,9,77.6,77.7,77.1,23.52
100155,Singapore Royal University,1104,24,94.1,2020,Singapore,Asia,Singapore,89.1,97.9,95.2,Private,58729,Natural Sciences,2642805,593.09,100,170,6.03,16380,6034,36.84,1351,12.12,38:62,38,62,Postgraduate,11229,5151,455.8,123,12,77.3,77.2,77.8,24.59
100156,Berlin State University,1213,27,91.9,2020,Germany,Europe,Berlin,93.9,95.8,87.8,Private,93946,Social Sciences,4039678,535.06,89.2,363,5.56,18165,1767,9.73,5413,3.36,57:43:00,57,43,Undergraduate,11838,6327,510.9,109,6,74.3,74.1,73.9,24.02
100157,Nanjing Technical University,1345,34,92.8,2020,China,Asia,Nanjing,96.8,93.4,100,Public,57363,Medicine,458904,95.96,87.3,275,1.66,48925,1904,3.89,1937,25.26,43:57:00,43,57,Both,39754,9171,447.1,106,9,77.6,77.7,77.1,23.52
100158,Singapore Metropolitan University,1294,19,93.1,2020,Singapore,Asia,Singapore,93.7,88.9,98.8,Public,106703,Engineering,2774278,449.2,95.4,275,3.6,67698,25874,38.22,5912,11.45,45:55:00,45,55,Both,60118,7580,455.8,123,12,77.3,77.2,77.8,24.59
100159,Nanjing Metropolitan University,1371,23,93.2,2020,China,Asia,Nanjing,97.8,89.9,86.7,Public,91477,Natural Sciences,1097724,540.48,99.6,343,1.45,7663,1805,23.55,2586,2.96,52:48:00,52,48,Postgraduate,4923,2740,447.1,106,9,77.6,77.7,77.1,23.52
100160,New York Royal University,1409,21,92,2020,United States,North America,New York,92.7,89.7,97.6,Public,43662,Medicine,1790142,777.98,98.4,346,1.05,38104,5272,13.84,3707,10.28,52:48:00,52,48,Undergraduate,28119,9985,568.1,109,14,71.5,71.4,70.2,21.95
100161,Singapore National University,1912,64,91.7,2020,Singapore,Asia,Singapore,95.8,93.6,94.2,Private,7226,Natural Sciences,202328,55.83,97.6,138,3.59,40404,9317,23.06,502,80.49,64:36:00,64,36,Both,29531,10873,455.8,123,12,77.3,77.2,77.8,24.59
100162,Cambridge Metropolitan University,1654,11,92.4,2020,United Kingdom,Europe,Cambridge,89.5,94.5,86.7,Public,91837,Social Sciences,3214295,437.62,86.9,355,7.13,62582,24343,38.9,3865,16.19,55:45:00,55,45,Both,52310,10272,488.1,101,1,75.5,75.6,75.1,22.23
100163,Heidelberg National University,1937,95,93.5,2020,Germany,Europe,Heidelberg,92.6,92.7,91.6,Public,43471,Social Sciences,391239,106.03,95.9,353,0.55,52204,20312,38.91,818,63.82,59:41:00,59,41,Undergraduate,42341,9863,510.9,109,6,74.3,74.1,73.9,24.02
100164,Singapore Technical University,1964,74,91.7,2020,Singapore,Asia,Singapore,92,85.9,89.5,Public,106527,Natural Sciences,4474134,1534.34,98.1,153,2.88,63128,26101,41.35,5607,11.26,46:54:00,46,54,Both,55873,7255,455.8,123,12,77.3,77.2,77.8,24.59
100165,Munich Royal University,1946,70,90.6,2020,Germany,Europe,Munich,94.7,96.2,83.4,Private,26116,Social Sciences,574552,103.47,95.3,179,1.42,48973,18639,38.06,745,65.74,62:38:00,62,38,Both,39808,9165,510.9,109,6,74.3,74.1,73.9,24.02
100166,Beijing Royal University,1100.5,34,90.1,2020,China,Asia,Beijing,91.3,96.5,86.5,Private,61067,Computer Science,1770943,319.15,92.3,435,5.17,42064,18624,44.28,3285,12.8,60:40:00,60,40,Undergraduate,27792,14272,447.1,106,9,77.6,77.7,77.1,23.52
100167,Shanghai Technical University,655,2,91.1,2020,China,Asia,Shanghai,89.1,91.9,84.6,Public,81511,Arts & Humanities,1059643,143.29,88,151,7.63,17873,2206,12.34,5433,3.29,37:63,37,63,Both,14380,3493,447.1,106,9,77.6,77.7,77.1,23.52
100168,Heidelberg Metropolitan University,755.5,2,92.2,2020,Germany,Europe,Heidelberg,88.7,90.5,100,Public,79280,Arts & Humanities,2061280,1291.53,91.7,341,1.22,28846,8277,28.69,386,74.73,56:44:00,56,44,Both,18277,10569,510.9,109,6,74.3,74.1,73.9,24.02
100169,Singapore National University,715.5,3,92.6,2020,Singapore,Asia,Singapore,89.9,88.8,87.3,Private,89632,Engineering,1882272,396.94,98.3,264,3.6,65155,14947,22.94,680,95.82,36:64,36,64,Both,58196,6959,455.8,123,12,77.3,77.2,77.8,24.59
100170,Montreal Royal University,825.5,3,91,2020,Canada,North America,Montreal,92.5,96.3,91.3,Public,51326,Computer Science,1129172,238.73,89.6,256,4.39,36595,266,0.73,4411,8.3,63:37:00,63,37,Undergraduate,21907,14688,494.1,84,24,75.2,75,76.3,20.03
100171,Cambridge Technical University,1174,5,92.3,2020,United Kingdom,Europe,Cambridge,92.1,92,86.5,Public,23134,Engineering,786556,1151.62,88.7,145,5.09,15559,1153,7.41,5457,2.85,51:49:00,51,49,Undergraduate,8770,6789,488.1,101,1,75.5,75.6,75.1,22.23
100172,Munich State University,1216,6,91.8,2020,Germany,Europe,Munich,91.5,91.5,86.2,Private,55840,Natural Sciences,949280,135.44,93,173,5.49,38476,8717,22.66,1673,23,58:42:00,58,42,Both,30394,8082,510.9,109,6,74.3,74.1,73.9,24.02
100173,Chennai State University,1300.5,8,90.1,2020,India,Asia,Chennai,94.1,91.7,97.6,Private,71655,Natural Sciences,2866200,430.17,84.7,326,5.78,64112,19824,30.92,4717,13.59,61:39:00,61,39,Postgraduate,35288,28824,507.5,86,7,74.5,74.2,74.4,21.8
100174,Kyoto Metropolitan University,722,16,91,2020,Japan,Asia,Kyoto,88.5,95.3,99.2,Public,12986,Business,337636,62.51,96.3,289,2.56,5358,79,1.47,5034,1.06,51:49:00,51,49,Both,3167,2191,509.2,90,3,74.6,75,75.3,21.83
100175,Heidelberg Technical University,745,22,91.7,2020,Germany,Europe,Heidelberg,96.6,90.1,85.8,Private,74365,Social Sciences,3197695,718.26,87.2,366,4.94,21631,5074,23.46,5032,4.3,46:54:00,46,54,Undergraduate,17758,3873,510.9,109,6,74.3,74.1,73.9,24.02
100176,Brisbane Technical University,934,27,92.4,2020,Australia,Oceania,Brisbane,93.5,95.4,83.4,Private,53000,Engineering,424000,59.81,86.7,154,4.27,44337,14316,32.29,1022,43.38,37:63,37,63,Both,28467,15870,500.4,107,2,75,74.9,74.2,22.7
100177,Paris State University,925,27,90.9,2020,France,Europe,Paris,87.9,93.4,97,Public,39487,Computer Science,789740,1019.02,94.9,341,4.63,20182,2826,14,5821,3.47,36:64,36,64,Undergraduate,13641,6541,536.5,85,11,73,73.2,72.3,21.62
100178,Oxford Metropolitan University,942,61,92,2020,United Kingdom,Europe,Oxford,92.6,93.3,89,Public,108891,Natural Sciences,2722275,1156.94,93.5,179,4.14,31473,9469,30.09,338,93.12,43:57:00,43,57,Undergraduate,19238,12235,488.1,101,1,75.5,75.6,75.1,22.23
100179,Lyon Royal University,973,58,92.9,2020,France,Europe,Lyon,93.5,97.2,98.1,Public,103659,Social Sciences,3835383,630.51,92.4,380,7.4,36586,3859,10.55,2412,15.17,37:63,37,63,Both,25022,11564,536.5,85,11,73,73.2,72.3,21.62
100180,Munich International University,1030,60,90.6,2020,Germany,Europe,Munich,93.1,88.1,91.7,Private,25394,Social Sciences,964972,314.22,88.5,373,2.65,67070,24500,36.53,5896,11.38,64:36:00,64,36,Undergraduate,58248,8822,510.9,109,6,74.3,74.1,73.9,24.02
100181,Lyon State University,1106,60,89.4,2020,France,Europe,Lyon,85.2,96.7,89.3,Private,2868,Business,120456,142.38,94.3,270,5.47,37266,9052,24.29,4320,8.63,40:60,40,60,Undergraduate,33335,3931,536.5,85,11,73,73.2,72.3,21.62
100182,Bengaluru Technical University,1236,62,90.7,2020,India,Asia,Bengaluru,86.9,91,87,Public,3103,Medicine,24824,4.12,86.7,377,1.31,28697,10089,35.16,2427,11.82,40:60,40,60,Postgraduate,21293,7404,507.5,86,7,74.5,74.2,74.4,21.8
100183,Shanghai Technical University,1159,56,90.7,2020,China,Asia,Shanghai,91.4,98.3,94.4,Public,108717,Business,1522038,237.67,87.4,200,4.94,61119,12530,20.5,1906,32.07,39:61,39,61,Undergraduate,50729,10390,447.1,106,9,77.6,77.7,77.1,23.52
100184,Shanghai International University,1257,49,91,2020,China,Asia,Shanghai,91.7,89.4,94.9,Private,9869,Medicine,207249,28.92,87.6,402,1.27,53797,11016,20.48,2428,22.16,46:54:00,46,54,Undergraduate,36372,17425,447.1,106,9,77.6,77.7,77.1,23.52
