university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
"ahmadu bello university, zaria",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,35.0,2026.0,1300.5,8.0,40.6,Nigeria,6.3,9.4,2.2,8370.0,5153.0,2.349973528,91.0,4.2,3.82,Engineering & Technology,10866.0,22.69516702,2193.0,21.83264934,51:49:00,51.46973314,48.53026686,Undergraduate & Postgraduate,28666.0,19213.0,1551.42,25.0,1028.0,26.61,23.48,23.67,1.69,Nigeria,Africa,Public,47879.0,1.0,0.0056839382003375264,0.045802961632448465,22.694709580400595,0.03159478435305917,3.8166894664842683
ahvaz jundishapur university of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,36.0,2022.0,722.0,16.0,33.925,Iran,32.04642776,36.37649519,37.49960515,1468.0,18999.0,36.67750302,143.0,34.8,2.83,Arts & Humanities,83.0,1.0,518.0,15.94401544,60:40:00,60.0,40.0,Undergraduate & Postgraduate,5877.0,2382.0,963.25,52.0,360.0,28.56,28.35,29.41,1.94,Iran,Asia,Public,8259.0,1.0,0.020799376440545622,0.06271945756144812,1.0049642813899988,0.1607142816449348,2.833976833976834
aichi medical university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,37.0,2019.0,942.0,61.0,20.5575,Japan,22.0873763,15.61717688,19.20476643,441.0,1214.0,15.1707966,41.0,20.6,5.51,Life Sciences & Medicine,13.0,1.0,80.0,15.9,60:40:00,60.0,40.0,Undergraduate & Postgraduate,802.0,470.0,818.68,104.0,23.0,23.85,23.96,23.79,4.28,Japan,Asia,Public,1272.0,1.0,0.0013550552214259294,0.06289308176100629,1.022012578616352,0.1107691890672016,5.5125
aiims rishikesh,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,4.0,2026.0,1916.0,155.0,19.45,India,19.29433861,24.84517276,19.46503371,272.0,1248.0,9.980608408,35.0,19.4,2.18,Life Sciences & Medicine,60.0,3.0,125.0,16.016,37 : 63,37.0,63.0,Undergraduate & Postgraduate,1487.0,515.0,1100.42,163.0,123.0,34.76,27.22,36.06,6.8,India,Asia,Public,2002.0,1.0,0.0013871694042193138,0.06243756243756244,2.997002997002997,0.09676197898696089,2.176
ain shams university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,38.0,2017.0,701.0,3.0,14.1825,Cairo,14.90792609,10.20039153,14.06667071,110.0,480.0,9.608204654,23.0,14.5,2.2,Engineering & Technology,9.128,0.006860682,50.0,14.0,59:41:00,59.0,41.0,Undergraduate & Postgraduate,92667.0,40381.0,708.25,10.0,365.0,20.29,21.83,20.14,2.6,Egypt,Africa,Public,133048.0,1.0,0.0005413144879325514,0.00037580422103301067,0.006860681859178643,0.07476392221664994,2.2
air university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,https://openalex.org/I899713450,https://ror.org/03yfe9v83,PK,education,4277.0,63957.0,False,5.37490551776266,101.0,1500.0,Islamabad,Pakistan,33.72148,73.04329,Air University,,14.953705868599483,39.0,2024.0,648.0,5.0,40.4465,Pakistan,38.04712292,34.25052162,29.93363905,1814.0,7955.0,14.89616954,100.0,34.0,3.4,Social Sciences & Management,0.0,0.0,534.0,14.61797753,34 : 66,34.0,66.0,Undergraduate & Postgraduate,5490.0,2316.0,989.03,45.0,315.0,33.03,24.86,27.07,3.91,Pakistan,Asia,Private,7806.0,1.0,0.06096006710231278,0.06840891621829362,0.0,0.19080803871614843,11.406367041198502
airlangga university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,40.0,2017.0,701.0,4.0,28.5,Surabaya,30.96848116,34.36574255,33.91212692,236.0,782.0,15.63746168,29.0,32.4,4.72,Social Sciences & Management,495.0,1843.781428,50.0,9.0,62:38:00,61.91214128,38.08785872,Undergraduate & Postgraduate,22.0,5.0,634.8,10.0,325.0,28.17,27.55,31.55,918.51,Indonesia,Asia,Public,26.847,1.0,0.0008749754040739833,1.8624054829217416,1843.7814280925243,0.15530833079237713,4.72
aix-marseille university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,41.0,2016.0,275.0,9.0,42.6625,Marseille,42.74669874,38.65935596,46.15335651,11555.0,91394.0,24.31332336,291.0,44.5,3.07,Social Sciences & Management,9327.0,13.0,3759.0,19.08725725,61:39:00,61.0,39.0,Undergraduate & Postgraduate,57189.0,14560.0,366.33,27.0,54.0,38.49,38.09,37.49,17.26,France,Europe,Public,71749.0,1.0,0.09973059466485447,0.052390974090231225,12.999484313370221,0.21437662357071213,3.073955839318968
ajman university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,42.0,2019.0,900.5,9.0,28.4,Ajman,24.26410352,20.74222463,26.8419706,1199.0,8712.0,28.75141685,86.0,25.6,3.96,Life Sciences & Medicine,4.089,0.079382644,303.0,17.0,51:49:00,50.99883337,49.00116663,Undergraduate & Postgraduate,3631.0,1520.0,549.61,9.0,313.0,37.11,35.57,33.71,8.02,United Arab Emirates,Asia,Private,5151.0,1.0,0.009554241535123255,0.058823529411764705,0.07938264414676763,0.12168557432296889,3.957095709570957
ajou university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,43.0,2016.0,710.0,22.0,19.2325,Suwon,19.45009251,17.57060234,20.3224173,3748.0,17314.0,16.77684581,153.0,19.9,3.63,Natural Sciences,254.0,2.0,1032.0,12.3120155,33 : 67,33.0,67.0,Undergraduate & Postgraduate,9109.0,3597.0,489.38,24.0,85.0,31.56,30.99,32.26,7.42,South Korea,Asia,Private,12706.0,1.0,0.018973222486786238,0.08122147017157248,1.9990555643003307,0.09754309182547644,3.631782945736434
akdeniz university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,44.0,2018.0,953.0,21.0,17.1025,Turkey,19.22578553,13.49493646,14.54021102,9066.0,29931.0,12.53408333,193.0,16.9,3.8,Arts & Humanities,678.0,2.0,2388.0,14.19765494,45:55:00,45.0,55.0,Undergraduate & Postgraduate,23582.0,10322.0,787.5,27.0,360.0,24.98,25.34,25.46,3.59,Turkey,Asia,Public,33904.0,1.0,0.03274095366603808,0.07043416705993392,1.9997640396413403,0.09641818219658976,3.7964824120603016
akdeniz üniversitesi,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,45.0,2022.0,1201.0,29.0,27.7,Antalya,29.61303163,27.72279315,30.7440921,8367.0,40480.0,23.4394233,217.0,30.2,4.84,Social Sciences & Management,103.0,0.24850415,1727.0,24.0,47:53:00,46.53113609,53.46886391,Undergraduate & Postgraduate,25923.0,15525.0,1207.87,64.0,415.0,24.04,23.51,24.52,4.72,Turkey,Asia,Public,41448.0,1.0,0.044244362804264865,0.041666666666666664,0.24850414977803512,0.14851069022066196,4.844817602779386
akita university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,46.0,2018.0,1026.0,78.0,14.3625,Japan,15.63195817,16.21564665,15.36056949,1233.0,3556.0,9.876780619,56.0,15.5,3.42,Arts & Humanities,154.0,3.0,360.0,14.24166667,35 : 65,35.0,65.0,Undergraduate & Postgraduate,3822.0,1305.0,754.28,93.0,28.0,24.76,24.87,24.47,45.89,Japan,Asia,Public,5127.0,1.0,0.003916841684426989,0.07021650087770626,3.003705870879657,0.078394975777332,3.425
aksaray university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,47.0,2021.0,1405.0,38.0,15.6125,Turkey,17.66049457,13.64322936,15.59553271,4119.0,12872.0,6.94305051,95.0,16.6,2.22,Social Sciences & Management,1358.0,6.0,1854.0,12.2038835,45:55:00,45.0,55.0,Undergraduate & Postgraduate,15629.0,6997.0,1118.52,50.0,428.0,24.01,23.87,24.2,4.11,Turkey,Asia,Public,22626.0,1.0,0.01409023377764303,0.08194112967382657,6.001944665429152,0.08856817738214644,2.22168284789644
al ain university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,48.0,2022.0,725.5,8.0,56.3,"Al Ain,",62.30560106,57.67461352,60.76191695,1681.0,8670.0,44.69182612,93.0,61.5,8.66,Life Sciences & Medicine,1.596,0.054845361,194.0,15.0,57:43:00,56.86707758,43.13292242,Undergraduate & Postgraduate,2091.0,819.0,558.25,10.0,183.0,48.39,50.6,53.26,6.99,United Arab Emirates,Asia,Private,2910.0,1.0,0.009514234883677258,0.06666666666666667,0.05484536082474226,0.3124654015045135,8.664948453608247
al akhawayn university ifrane,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,49.0,2019.0,900.5,2.0,28.4,Ifranne,28.38981877,23.55814235,29.01872189,732.0,1771.0,12.47139686,47.0,28.7,5.15,Social Sciences & Management,27.0,1.358148893,142.0,14.0,54:46:00,54.49712211,45.50287789,Undergraduate & Postgraduate,1292.0,696.0,949.5,5.0,855.0,21.96,22.54,23.94,2.07,Morocco,Africa,Public,1988.0,1.0,0.0019663133108661058,0.07142857142857142,1.358148893360161,0.14237622251755266,5.154929577464789
al al-bayt university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,56.0,2025.0,999.0,11.0,34.4905,Jordan,37.92320657,27.46056503,28.05188732,2243.0,35979.0,28.35250177,163.0,33.0,1.77,Life Sciences & Medicine,754.0,4.0,1269.0,14.85973207,60:40:00,60.0,40.0,Undergraduate & Postgraduate,12992.0,5865.0,919.94,16.0,368.0,35.81,22.3,14.47,21.03,Jordan,Asia,Private,18857.0,1.0,0.039300411578632524,0.06729596436336639,3.9985151402662145,0.19018659262788362,1.7675334909377463
al azhar university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,50.0,2026.0,1100.5,11.0,49.8,Egypt,21.5,13.9,2.0,8200.0,5233.0,1.896880356,71.0,11.8,2.97,Arts & Humanities,11501.0,24.29342097,2759.0,17.15839072,49:51:00,48.53629969,51.46370031,Undergraduate & Postgraduate,31951.0,15389.0,1164.33,41.0,347.0,33.47,25.16,18.14,5.76,Egypt,Africa,Public,47340.0,1.0,0.005754698264119559,0.05828052386987748,24.294465568229825,0.10782347041123369,2.972091337441102
al imam mohammad ibn saud islamic university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,51.0,2017.0,675.5,8.0,31.1,Riyadh,28.94500159,32.20284478,30.32003035,4555.0,138221.0,31.12393205,338.0,29.6,1.03,Social Sciences & Management,6038.0,9.064024619,4441.0,15.0,45:55:00,45.32076448,54.67923552,Undergraduate & Postgraduate,50798.0,15817.0,474.83,10.0,189.0,34.12,34.67,32.21,209.07,Saudi Arabia,Asia,Public,66615.0,1.0,0.150745606956694,0.06666666666666667,9.064024619079786,0.14516048941825477,1.0256698941679803
al jouf university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,52.0,2026.0,925.5,26.0,57.8,Saudi Arabia,12.6,9.8,7.0,4467.0,4465.0,5.379805352,63.0,9.8,5.38,Arts & Humanities,3368.0,24.9646854,830.0,16.25662651,37 : 63,36.89621014,63.10378986,Undergraduate & Postgraduate,8632.0,4861.0,788.07,38.0,67.0,42.47,28.29,30.02,13.2,Saudi Arabia,Asia,Public,13493.0,1.0,0.004912109196930428,0.061513377306751646,24.96109093604091,0.06318956870611835,5.381927710843374
al nahrain university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,53.0,2026.0,975.5,2.0,55.5,Iraq,8.2,24.1,3.7,4068.0,3741.0,3.211276504,57.0,5.9,3.49,Social Sciences & Management,2995.0,21.52673132,1165.0,11.94077253,43:57:00,42.96117245,57.03882755,Undergraduate & Postgraduate,8839.0,5072.0,1516.04,26.0,745.5,23.95,18.92,13.9,1.06,Iraq,Asia,Public,13911.0,1.0,0.004119052174388721,0.08374667529293366,21.529724678312125,0.04112337011033099,3.4918454935622316
al quds university the arab university in jerusalem,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,54.0,2022.0,1100.5,1.0,33.8,Jerusalem,33.80407124,29.86565291,41.36075424,2072.0,22759.0,29.78932739,148.0,37.6,2.71,Social Sciences & Management,537.0,4.685863874,764.0,15.0,52:48:00,52.33954873,47.66045127,Undergraduate & Postgraduate,8721.0,2739.0,1134.0,3.0,1100.5,34.57,37.75,38.86,6.21,"Palestinian Territory, Occupied",Asia,Public,11460.0,1.0,0.024896656287616795,0.06666666666666667,4.68586387434555,0.16952894302908725,2.712041884816754
al zaytoonah university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,55.0,2026.0,1300.5,17.0,40.6,Jordan,5.9,7.7,8.1,2688.0,5521.0,5.923542051,70.0,7.0,2.88,Social Sciences & Management,1887.0,13.97917536,932.0,14.4806867,38 : 62,37.92608022,62.07391978,Undergraduate & Postgraduate,10350.0,3146.0,943.43,23.0,324.0,38.94,22.8,17.82,20.04,Jordan,Asia,Private not for Profit,13496.0,1.0,0.006067403315217849,0.06905749851807944,13.981920569057499,0.02958876629889669,2.88412017167382
al-ahliyya amman university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,57.0,2024.0,825.5,4.0,56.6,Jordan,6.8,5.9,2.3,10112.0,2093.0,1.0,47.0,4.6,4.83,Arts & Humanities,5866.0,34.40679349,2093.0,8.146201624,57:43:00,57.27277108,42.72722892,Undergraduate & Postgraduate,11639.0,5411.0,942.68,11.0,498.0,36.33,15.0,9.49,17.73,Jordan,Asia,Private,17050.0,1.0,0.002316847780678638,0.12275659824046921,34.40469208211144,0.034102306920762285,4.831342570473005
al-azhar university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,58.0,2017.0,701.0,3.0,28.5,Cairo,32.37242928,27.36567857,34.643689,30512.0,668848.0,35.32711403,696.0,33.5,1.61,Life Sciences & Medicine,20664.0,6.821422912,18933.0,16.0,36 : 64,36.37397602,63.62602398,Undergraduate & Postgraduate,174729.0,128199.0,708.25,10.0,365.0,20.29,21.83,20.14,2.6,Egypt,Africa,Public,302928.0,1.0,0.7286871368273745,0.0625,6.821422912375217,0.16234919398194583,1.6115776686209264
al-baha university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,59.0,2025.0,1182.0,33.0,30.838,Saudi Arabia,36.82783531,33.15563489,38.47825667,3720.0,58259.0,38.10284581,261.0,37.7,2.43,Arts & Humanities,365.0,2.0,1529.0,11.94375409,57:43:00,57.0,43.0,Undergraduate & Postgraduate,13767.0,4495.0,749.06,35.0,101.0,41.47,26.14,24.8,13.12,Saudi Arabia,Asia,Public,18262.0,1.0,0.06363479751327362,0.08372576935713504,1.998685795641222,0.18469325631895686,2.432962720732505
al-balqa applied university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,60.0,2020.0,866.0,4.0,26.5725,As-Salt,27.95690923,23.22396608,30.25022818,10396.0,76322.0,25.61137287,345.0,29.1,3.49,Natural Sciences,1357.0,4.0,2980.0,11.38187919,55:45:00,55.0,45.0,Undergraduate & Postgraduate,18012.0,15906.0,872.44,9.0,385.0,33.6,31.63,33.22,12.19,Jordan,Asia,Public,33918.0,1.0,0.08336705776116791,0.08785895394775635,4.000825520372663,0.1402051616349047,3.4885906040268457
al-farabi kazakh national university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,61.0,2017.0,236.0,1.0,42.5,Almaty,53.42984203,38.53274209,44.05431335,13318.0,172275.0,42.56846208,376.0,48.7,3.29,Engineering & Technology,3054.0,12.57721769,4047.0,6.0,51:49:00,50.55461524,49.44538476,Undergraduate & Postgraduate,15852.0,8430.0,528.12,8.0,236.0,38.08,42.57,37.89,1158.35,Kazakhstan,Asia,Public,24282.0,1.0,0.18784837424671147,0.16666666666666666,12.577217692117618,0.2679530693580742,3.2908327155917965
al-furat al-awsat technical university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,62.0,2025.0,2062.0,21.0,13.4005,Iraq,14.30154196,10.03491044,12.5267003,4542.0,19354.0,10.64578377,123.0,13.4,2.5,Engineering & Technology,0.0,0.0,1818.0,13.88063806,47:53:00,47.0,53.0,Undergraduate & Postgraduate,16885.0,8350.0,1576.8,22.0,825.5,21.63,17.44,16.44,1.25,Iraq,Asia,Private,25235.0,1.0,0.02116950600494395,0.07204279770160492,0.0,0.07172287843530592,2.4983498349834985
al-hussein bin talal university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,63.0,2025.0,1474.0,16.0,25.6765,Jordan,22.1798219,31.5631283,26.02546067,1542.0,7852.0,15.92676783,96.0,24.1,3.13,Engineering & Technology,112.0,1.0,493.0,22.76267748,54:46:00,54.0,46.0,Undergraduate & Postgraduate,8171.0,3051.0,919.94,16.0,368.0,35.81,22.3,14.47,21.03,Jordan,Asia,Public,11222.0,1.0,0.008626196083212747,0.04393156300124755,0.9980395651399039,0.11123280792377131,3.127789046653144
al-muthanna university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,64.0,2025.0,1893.0,15.0,17.815,Iraq,16.04573556,21.00924904,16.24563266,3697.0,23164.0,18.98649622,144.0,16.1,3.03,Life Sciences & Medicine,0.0,0.0,1220.0,8.857377049,61:39:00,61.0,39.0,Undergraduate & Postgraduate,7862.0,2944.0,1576.8,22.0,825.5,21.63,17.44,16.44,1.25,Iraq,Asia,Private,10806.0,1.0,0.025334280066699525,0.11290024060707014,0.0,0.08047008806419258,3.030327868852459
al-nahrain university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,65.0,2024.0,1450.0,9.0,23.5525,Iraq,22.35809115,30.45256473,20.24061171,1599.0,4685.0,9.11485237,60.0,21.3,3.11,Arts & Humanities,0.0,0.0,514.0,13.06225681,55:45:00,55.0,45.0,Undergraduate & Postgraduate,3853.0,2861.0,1391.65,13.0,975.5,20.83,13.82,13.7,0.08,Iraq,Asia,Private,6714.0,1.0,0.005149155410600238,0.07655644921060471,0.0,0.11212683625877633,3.1108949416342413
al-qasim green university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,66.0,2026.0,1560.0,15.0,26.2275,Iraq,28.55773147,19.03432228,18.24931921,809.0,6894.0,21.1486,90.0,23.4,2.48,Social Sciences & Management,0.0,0.0,326.0,12.00613497,32 : 68,32.0,68.0,Undergraduate & Postgraduate,2423.0,1491.0,1516.04,26.0,745.5,23.95,18.92,13.9,1.06,Iraq,Asia,Public,3914.0,1.0,0.007578402831055721,0.08329075114971896,0.0,0.14321831228686058,2.48159509202454
al-quds university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,67.0,2025.0,875.5,1.0,58.2,"Palestinian Territory, Occupied",5.8,14.6,1.7,7319.0,2666.0,1.548964736,43.0,3.8,4.25,Life Sciences & Medicine,2985.0,24.92502887,1721.0,6.958163858,42:58:00,42.18906933,57.81093067,Undergraduate & Postgraduate,8551.0,3424.0,1092.17,3.0,875.5,41.47,7.03,2.27,21.9,"Palestinian Territory, Occupied",Asia,Public,11975.0,1.0,0.002937359109228773,0.1437160751565762,24.926931106471816,0.029087261785356065,4.252760023242301
al-zaytoonah university of jordan,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,68.0,2025.0,1102.0,14.0,32.3775,Jordan,37.26777222,29.35504453,41.04883436,2036.0,26780.0,37.45387935,145.0,39.2,2.85,Arts & Humanities,2686.0,31.0,715.0,12.11608392,49:51:00,49.0,51.0,Undergraduate & Postgraduate,5324.0,3339.0,919.94,16.0,368.0,35.81,22.3,14.47,21.03,Jordan,Asia,Public,8663.0,1.0,0.02927153330798671,0.0825349186194159,31.00542537227288,0.186899559779338,2.8475524475524474
alagappa university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,69.0,2022.0,570.0,14.0,38.935,India,30.71861143,50.33097328,44.36858948,626.0,13535.0,34.44145014,122.0,37.5,1.59,Engineering & Technology,0.0,0.0,393.0,11.57251908,65:35:00,65.0,35.0,Undergraduate & Postgraduate,3266.0,1282.0,933.88,89.0,177.0,30.02,30.24,30.19,20.84,India,Asia,Public,4548.0,1.0,0.014834030909628784,0.08641160949868074,0.0,0.15405522281845535,1.5928753180661577
alanya alaaddin keykubat university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,70.0,2026.0,2056.0,93.0,16.521,Turkey,16.47827673,18.2403679,18.39144463,1692.0,8563.0,12.57425209,78.0,17.4,2.48,Arts & Humanities,633.0,7.0,681.0,13.28781204,47:53:00,47.0,53.0,Undergraduate & Postgraduate,6344.0,2705.0,1633.16,98.0,351.0,24.68,24.91,23.94,9.43,Turkey,Asia,Public,9049.0,1.0,0.009385505998412253,0.07525693446789701,6.9952480937120125,0.082639301554664,2.484581497797357
albert-ludwigs-universitaet freiburg,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,71.0,2017.0,163.0,21.0,52.2,Freiburg im Breisgau,53.23809963,48.60352768,50.43799283,8888.0,81537.0,40.91145419,274.0,51.8,4.46,Social Sciences & Management,3883.0,17.71199197,1993.0,11.0,57:43:00,56.90287073,43.09712927,Undergraduate & Postgraduate,15805.0,6118.0,297.42,77.0,30.0,48.53,48.86,49.14,12.77,Germany,Europe,Public,21923.0,1.0,0.08898622328773573,0.09090909090909091,17.711991971901657,0.2669914725677031,4.45960863020572
alberto hurtado university,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,72.0,2025.0,1871.0,40.0,18.4195,Chile,18.01432953,20.67959944,18.50952651,1690.0,6578.0,11.34189467,66.0,18.3,2.91,Natural Sciences,142.0,2.0,580.0,12.23275862,57:43:00,57.0,43.0,Undergraduate & Postgraduate,4751.0,2344.0,1334.84,50.0,93.0,27.98,20.3,13.86,10.12,Chile,Latin America,Private,7095.0,1.0,0.0072148049648526605,0.0817477096546864,2.0014094432699086,0.0903426756770311,2.913793103448276
alborz university of medical sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,73.0,2025.0,783.0,16.0,38.5745,Iran,38.81970676,41.92628561,41.07151875,999.0,6566.0,27.02197115,89.0,39.9,4.11,Arts & Humanities,34.0,1.0,243.0,14.04115226,54:46:00,54.0,46.0,Undergraduate & Postgraduate,2416.0,996.0,1110.58,72.0,410.0,32.58,32.54,33.08,4.0,Iran,Asia,Private,3412.0,1.0,0.007220520200773515,0.07121922626025791,0.996483001172333,0.19468258154463391,4.111111111111111
